MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,airline_name,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,DEPARTURE_DELAY,delayed,HOUR
1,5,1,WN,Southwest Airlines Co.,STL,LAS,1915,1371,51.0,1,19
7,24,5,WN,Southwest Airlines Co.,BNA,HOU,610,670,-3.0,0,6
6,5,5,OO,Skywest Airlines Inc.,LIT,IAH,1338,374,-1.0,0,13
6,3,3,B6,JetBlue Airways,BOS,RIC,1945,474,-7.0,0,19
9,15,2,EV,Atlantic Southeast Airlines,MEM,IAH,1251,468,-4.0,0,12
12,31,4,OO,Skywest Airlines Inc.,DEN,BIL,1911,455,12.0,0,19
10,7,3,OO,Skywest Airlines Inc.,14747,14107,740,1107,-3.0,0,7
10,5,1,WN,Southwest Airlines Co.,13871,15016,1925,342,-10.0,0,19
10,9,5,WN,Southwest Airlines Co.,10423,11697,1050,1105,1.0,0,10
11,9,1,EV,Atlantic Southeast Airlines,DFW,MEI,1845,485,49.0,1,18
10,19,1,AA,American Airlines Inc.,11278,12953,2200,214,17.0,1,22
4,21,2,OO,Skywest Airlines Inc.,LAX,FAT,2000,209,-5.0,0,20
6,24,3,WN,Southwest Airlines Co.,TPA,IND,1225,837,-9.0,0,12
1,22,4,WN,Southwest Airlines Co.,DEN,DAL,800,651,5.0,0,8
7,8,3,EV,Atlantic Southeast Airlines,ATL,VLD,1025,208,-6.0,0,10
7,14,2,WN,Southwest Airlines Co.,DCA,ATL,1630,547,2.0,0,16
11,16,1,MQ,American Eagle Airlines Inc.,ORD,SUX,1334,436,0.0,0,13
8,20,4,OO,Skywest Airlines Inc.,SLC,BUR,2006,574,1.0,0,20
7,6,1,DL,Delta Air Lines Inc.,ATL,MIA,2205,594,1.0,0,22
9,16,3,WN,Southwest Airlines Co.,STL,ATL,1205,484,16.0,1,12
8,6,4,B6,JetBlue Airways,BOS,JFK,1018,187,-1.0,0,10
3,14,6,WN,Southwest Airlines Co.,LAS,TUL,1125,1076,2.0,0,11
11,16,1,AA,American Airlines Inc.,CLT,IAH,1305,912,-2.0,0,13
4,9,4,EV,Atlantic Southeast Airlines,TYS,ATL,1618,152,55.0,1,16
10,26,1,AA,American Airlines Inc.,14679,13930,655,1723,-3.0,0,6
7,18,6,AA,American Airlines Inc.,TPA,DFW,1123,929,6.0,0,11
9,18,5,AA,American Airlines Inc.,LAX,OGG,1720,2486,175.0,1,17
10,11,7,AA,American Airlines Inc.,11298,15016,1645,550,-4.0,0,16
8,13,4,WN,Southwest Airlines Co.,STL,MCO,920,882,23.0,1,9
12,15,2,AA,American Airlines Inc.,MIA,LGA,950,1096,-3.0,0,9
9,26,6,DL,Delta Air Lines Inc.,RSW,MSP,1415,1416,-3.0,0,14
7,17,5,B6,JetBlue Airways,TPA,BDL,1452,1111,2.0,0,14
11,30,1,DL,Delta Air Lines Inc.,AGS,ATL,630,143,-3.0,0,6
4,10,5,NK,Spirit Air Lines,IAH,LAX,1524,1379,84.0,1,15
10,9,5,UA,United Air Lines Inc.,11618,12173,915,4962,2.0,0,9
10,15,4,MQ,American Eagle Airlines Inc.,13930,15096,1144,607,0.0,0,11
3,11,3,AA,American Airlines Inc.,EGE,LAX,1845,748,-18.0,0,18
10,7,3,OO,Skywest Airlines Inc.,13930,11076,922,360,-3.0,0,9
3,10,2,UA,United Air Lines Inc.,IAH,ORD,720,925,-2.0,0,7
11,20,5,UA,United Air Lines Inc.,RIC,ORD,953,642,-10.0,0,9
1,2,5,MQ,American Eagle Airlines Inc.,MLI,ORD,725,139,-7.0,0,7
1,16,5,UA,United Air Lines Inc.,SNA,ORD,1117,1726,-3.0,0,11
12,21,1,F9,Frontier Airlines Inc.,LAX,DEN,1810,862,39.0,1,18
11,10,2,WN,Southwest Airlines Co.,AUS,BWI,530,1342,6.0,0,5
7,2,4,B6,JetBlue Airways,DCA,CHS,1226,444,11.0,0,12
2,18,3,DL,Delta Air Lines Inc.,PDX,MSP,1305,1426,-6.0,0,13
8,11,2,WN,Southwest Airlines Co.,LAS,AUS,1135,1090,-1.0,0,11
1,1,4,WN,Southwest Airlines Co.,SEA,SMF,1830,605,15.0,0,18
6,26,5,F9,Frontier Airlines Inc.,SAN,DEN,955,853,-2.0,0,9
5,18,1,VX,Virgin America,AUS,DAL,1930,189,-9.0,0,19
3,31,2,EV,Atlantic Southeast Airlines,ATL,AEX,1255,500,19.0,1,12
1,16,5,B6,JetBlue Airways,FLL,ORH,1525,1211,15.0,0,15
5,15,5,US,US Airways Inc.,LAX,PHX,1750,370,-4.0,0,17
7,26,7,UA,United Air Lines Inc.,DEN,AUS,2010,775,28.0,1,20
2,22,7,WN,Southwest Airlines Co.,DEN,AUS,1545,775,65.0,1,15
6,25,4,EV,Atlantic Southeast Airlines,PNS,ATL,1855,271,-9.0,0,18
3,28,6,DL,Delta Air Lines Inc.,TLH,ATL,1752,223,-3.0,0,17
8,2,7,AS,Alaska Airlines Inc.,HNL,SEA,1230,2677,1.0,0,12
7,2,4,AA,American Airlines Inc.,DFW,CLE,2010,1021,15.0,0,20
5,31,7,WN,Southwest Airlines Co.,LAS,BOI,1340,519,26.0,1,13
11,2,1,WN,Southwest Airlines Co.,PDX,LAS,1710,763,-4.0,0,17
6,2,2,DL,Delta Air Lines Inc.,ATL,DTW,1205,594,-2.0,0,12
6,19,5,DL,Delta Air Lines Inc.,ATL,CHA,929,106,-2.0,0,9
9,8,2,EV,Atlantic Southeast Airlines,LCH,DFW,1825,295,-1.0,0,18
8,19,3,HA,Hawaiian Airlines Inc.,LIH,HNL,832,102,-7.0,0,8
3,6,5,DL,Delta Air Lines Inc.,ATL,MIA,1450,594,8.0,0,14
7,3,5,EV,Atlantic Southeast Airlines,GPT,ATL,1010,352,49.0,1,10
7,16,4,OO,Skywest Airlines Inc.,PHX,SBA,1710,455,-5.0,0,17
10,6,2,WN,Southwest Airlines Co.,11259,15370,1500,237,-2.0,0,15
12,27,7,DL,Delta Air Lines Inc.,MCO,JFK,830,944,0.0,0,8
4,14,2,DL,Delta Air Lines Inc.,BOS,LGA,2000,184,-9.0,0,20
4,25,6,UA,United Air Lines Inc.,LAX,SFO,920,337,4.0,0,9
7,25,6,WN,Southwest Airlines Co.,MDW,DAL,1725,793,143.0,1,17
6,4,4,EV,Atlantic Southeast Airlines,CID,ATL,1644,694,5.0,0,16
12,10,4,EV,Atlantic Southeast Airlines,EVV,ATL,933,350,-3.0,0,9
10,1,4,OO,Skywest Airlines Inc.,12266,13891,2117,1334,-2.0,0,21
2,3,2,WN,Southwest Airlines Co.,SMF,BUR,755,358,-2.0,0,7
11,13,5,AA,American Airlines Inc.,IAD,MIA,1740,921,-7.0,0,17
10,13,2,UA,United Air Lines Inc.,13930,14771,905,1846,-3.0,0,9
11,29,7,DL,Delta Air Lines Inc.,ATL,ORF,1920,516,0.0,0,19
8,13,4,B6,JetBlue Airways,SJU,MCO,518,1189,-2.0,0,5
1,18,7,WN,Southwest Airlines Co.,DCA,BNA,705,562,-6.0,0,7
2,5,4,WN,Southwest Airlines Co.,RSW,BWI,600,919,-4.0,0,6
8,8,6,WN,Southwest Airlines Co.,SNA,DAL,1230,1216,13.0,0,12
10,10,6,OO,Skywest Airlines Inc.,11140,12266,535,201,-10.0,0,5
9,18,5,AA,American Airlines Inc.,PBI,CLT,1345,590,-6.0,0,13
6,30,2,WN,Southwest Airlines Co.,LAS,MKE,1750,1524,44.0,1,17
12,2,3,OO,Skywest Airlines Inc.,LAN,DTW,1745,74,6.0,0,17
9,8,2,EV,Atlantic Southeast Airlines,LGA,RIC,1454,292,39.0,1,14
12,17,4,DL,Delta Air Lines Inc.,ATL,IAH,1340,689,136.0,1,13
11,25,3,OO,Skywest Airlines Inc.,CVG,DTW,1955,229,3.0,0,19
5,23,6,MQ,American Eagle Airlines Inc.,ORD,BNA,2020,409,-1.0,0,20
4,29,3,WN,Southwest Airlines Co.,DEN,PHL,1815,1558,8.0,0,18
7,30,4,EV,Atlantic Southeast Airlines,PHF,ATL,1815,508,-5.0,0,18
4,21,2,UA,United Air Lines Inc.,ORD,SLC,914,1250,47.0,1,9
4,18,6,OO,Skywest Airlines Inc.,ONT,PDX,920,838,-7.0,0,9
5,28,4,AA,American Airlines Inc.,CLT,DFW,1130,936,18.0,1,11
8,20,4,EV,Atlantic Southeast Airlines,AEX,IAH,540,190,-3.0,0,5
7,27,1,WN,Southwest Airlines Co.,MCO,MEM,1535,684,-5.0,0,15
11,1,7,MQ,American Eagle Airlines Inc.,MIA,JAX,944,335,153.0,1,9
1,22,4,DL,Delta Air Lines Inc.,ATL,MHT,2035,952,-3.0,0,20
10,14,3,UA,United Air Lines Inc.,14747,11618,2116,2402,14.0,0,21
11,20,5,WN,Southwest Airlines Co.,PIT,BWI,530,210,-1.0,0,5
5,20,3,WN,Southwest Airlines Co.,SEA,MKE,650,1694,-2.0,0,6
8,15,6,WN,Southwest Airlines Co.,SAN,HOU,710,1313,-1.0,0,7
9,8,2,UA,United Air Lines Inc.,DTW,DEN,1548,1123,53.0,1,15
7,14,2,AA,American Airlines Inc.,LAX,DFW,500,1235,43.0,1,5
6,28,7,WN,Southwest Airlines Co.,DEN,BNA,1505,1014,30.0,1,15
5,1,5,WN,Southwest Airlines Co.,ABQ,OAK,1120,889,-2.0,0,11
2,26,4,OO,Skywest Airlines Inc.,PSP,PHX,1415,261,-7.0,0,14
6,28,7,DL,Delta Air Lines Inc.,MCO,ATL,820,404,30.0,1,8
3,25,3,WN,Southwest Airlines Co.,DAL,HOU,1900,239,-4.0,0,19
12,17,4,MQ,American Eagle Airlines Inc.,SGF,DFW,1040,364,-5.0,0,10
11,2,1,EV,Atlantic Southeast Airlines,CLE,BOS,1045,563,-12.0,0,10
7,13,1,WN,Southwest Airlines Co.,ABQ,DAL,535,580,-3.0,0,5
8,11,2,DL,Delta Air Lines Inc.,JFK,LAX,1830,2475,87.0,1,18
12,14,1,WN,Southwest Airlines Co.,DEN,BWI,545,1491,-3.0,0,5
4,13,1,DL,Delta Air Lines Inc.,SDF,ATL,1400,321,-10.0,0,14
10,1,4,WN,Southwest Airlines Co.,14107,12889,1115,255,-3.0,0,11
7,15,3,AA,American Airlines Inc.,DFW,SLC,1715,989,-1.0,0,17
6,25,4,US,US Airways Inc.,SNA,PHX,1630,338,-5.0,0,16
9,5,6,AS,Alaska Airlines Inc.,LAX,SEA,600,954,-1.0,0,6
2,16,1,UA,United Air Lines Inc.,LAX,JFK,1300,2475,9.0,0,13
12,20,7,DL,Delta Air Lines Inc.,BOS,ATL,945,946,-2.0,0,9
3,2,1,MQ,American Eagle Airlines Inc.,ORD,IND,1400,177,26.0,1,14
9,12,6,VX,Virgin America,JFK,SFO,1635,2586,-4.0,0,16
7,19,7,B6,JetBlue Airways,SJU,MCO,518,1189,-4.0,0,5
7,18,6,UA,United Air Lines Inc.,IAD,DEN,1225,1452,-1.0,0,12
7,23,4,EV,Atlantic Southeast Airlines,ELM,ORD,701,566,-9.0,0,7
5,13,3,EV,Atlantic Southeast Airlines,OKC,DEN,929,495,5.0,0,9
12,6,7,EV,Atlantic Southeast Airlines,OAJ,ATL,1649,399,-8.0,0,16
11,27,5,WN,Southwest Airlines Co.,SAN,DAL,1600,1182,12.0,0,16
5,6,3,OO,Skywest Airlines Inc.,JAC,SLC,1519,205,-11.0,0,15
2,15,7,DL,Delta Air Lines Inc.,ATL,DEN,810,1199,-3.0,0,8
5,19,2,F9,Frontier Airlines Inc.,CID,DEN,1928,692,-12.0,0,19
12,30,3,DL,Delta Air Lines Inc.,SRQ,ATL,716,444,42.0,1,7
10,15,4,AA,American Airlines Inc.,15016,13930,1800,258,3.0,0,18
4,12,7,AS,Alaska Airlines Inc.,SEA,SNA,1230,978,-8.0,0,12
7,3,5,OO,Skywest Airlines Inc.,DEN,BIL,1853,455,10.0,0,18
11,20,5,UA,United Air Lines Inc.,BOS,EWR,602,200,0.0,0,6
3,5,4,AS,Alaska Airlines Inc.,PDX,SJC,2040,569,-5.0,0,20
10,24,6,WN,Southwest Airlines Co.,12889,14679,1825,258,-5.0,0,18
8,25,2,EV,Atlantic Southeast Airlines,IND,IAH,1202,844,-2.0,0,12
12,21,1,OO,Skywest Airlines Inc.,CHO,ATL,1650,457,-4.0,0,16
5,14,4,AA,American Airlines Inc.,JFK,STT,759,1623,-7.0,0,7
1,26,1,UA,United Air Lines Inc.,LGA,ORD,600,733,2.0,0,6
4,21,2,WN,Southwest Airlines Co.,LAX,SMF,1840,373,14.0,0,18
8,6,4,DL,Delta Air Lines Inc.,ATL,MIA,1000,594,0.0,0,10
11,15,7,AA,American Airlines Inc.,MIA,MCO,1230,192,15.0,0,12
11,8,7,OO,Skywest Airlines Inc.,SUN,SLC,650,222,-5.0,0,6
1,5,1,EV,Atlantic Southeast Airlines,SHV,IAH,1354,192,55.0,1,13
7,13,1,EV,Atlantic Southeast Airlines,GSO,EWR,922,445,-3.0,0,9
3,3,2,DL,Delta Air Lines Inc.,TPA,DTW,1755,983,13.0,0,17
8,4,2,DL,Delta Air Lines Inc.,ATL,DCA,1020,547,-2.0,0,10
1,7,3,OO,Skywest Airlines Inc.,PSP,PHX,1415,261,-11.0,0,14
12,1,2,EV,Atlantic Southeast Airlines,BWI,EWR,1320,169,29.0,1,13
1,16,5,WN,Southwest Airlines Co.,DEN,PDX,855,991,-2.0,0,8
4,7,2,AA,American Airlines Inc.,KOA,LAX,2121,2504,-1.0,0,21
4,29,3,B6,JetBlue Airways,MCO,BUF,1520,1011,5.0,0,15
8,3,1,WN,Southwest Airlines Co.,SJC,LAX,945,308,6.0,0,9
12,12,6,AA,American Airlines Inc.,PHX,SJC,1433,621,-6.0,0,14
12,18,5,F9,Frontier Airlines Inc.,PHL,MCO,2000,861,-9.0,0,20
7,3,5,B6,JetBlue Airways,FLL,DTW,1840,1127,-4.0,0,18
8,23,7,OO,Skywest Airlines Inc.,SEA,BOI,1200,399,5.0,0,12
6,27,6,NK,Spirit Air Lines,FLL,TPA,2150,197,36.0,1,21
11,4,3,WN,Southwest Airlines Co.,PHX,RNO,2130,601,31.0,1,21
8,28,5,WN,Southwest Airlines Co.,MCO,MCI,1000,1072,-8.0,0,10
7,29,3,B6,JetBlue Airways,LAX,BOS,2359,2611,39.0,1,23
6,4,4,US,US Airways Inc.,CLT,BWI,2015,361,-7.0,0,20
6,28,7,WN,Southwest Airlines Co.,OKC,MDW,610,691,-3.0,0,6
9,24,4,MQ,American Eagle Airlines Inc.,GJT,DFW,1613,773,-10.0,0,16
1,13,2,WN,Southwest Airlines Co.,DTW,MDW,645,228,-1.0,0,6
5,29,5,WN,Southwest Airlines Co.,DEN,CMH,1015,1154,0.0,0,10
1,23,5,WN,Southwest Airlines Co.,BWI,TPA,1945,842,17.0,1,19
1,6,2,EV,Atlantic Southeast Airlines,PVD,ATL,1757,903,1.0,0,17
9,7,1,MQ,American Eagle Airlines Inc.,RDU,LGA,1845,431,-4.0,0,18
9,2,3,DL,Delta Air Lines Inc.,ATL,PWM,1425,1027,-7.0,0,14
6,4,4,WN,Southwest Airlines Co.,FLL,ALB,1015,1204,-5.0,0,10
5,31,7,EV,Atlantic Southeast Airlines,FSD,MSP,1255,196,-5.0,0,12
5,15,5,B6,JetBlue Airways,MCO,SJU,610,1189,-1.0,0,6
10,26,1,DL,Delta Air Lines Inc.,13930,10397,745,606,1.0,0,7
9,20,7,B6,JetBlue Airways,BOS,FLL,1408,1237,-12.0,0,14
4,6,1,AA,American Airlines Inc.,DFW,MIA,1515,1121,-4.0,0,15
11,16,1,EV,Atlantic Southeast Airlines,LAW,DFW,1025,140,9.0,0,10
3,27,5,EV,Atlantic Southeast Airlines,RDU,CLE,1911,416,165.0,1,19
5,27,3,NK,Spirit Air Lines,ACY,FLL,700,977,-10.0,0,7
2,24,2,UA,United Air Lines Inc.,IAD,MCO,1230,758,-2.0,0,12
9,21,1,DL,Delta Air Lines Inc.,ATL,SFO,1925,2139,0.0,0,19
3,22,7,AA,American Airlines Inc.,ABQ,DFW,1215,569,-4.0,0,12
8,17,1,DL,Delta Air Lines Inc.,DFW,SLC,1423,989,-9.0,0,14
10,14,3,UA,United Air Lines Inc.,12892,12266,1145,1379,-2.0,0,11
5,18,1,DL,Delta Air Lines Inc.,CLT,ATL,1045,226,-7.0,0,10
4,5,7,WN,Southwest Airlines Co.,MDW,MSP,1255,349,-2.0,0,12
12,4,5,WN,Southwest Airlines Co.,CMH,ATL,1120,447,-2.0,0,11
10,30,5,UA,United Air Lines Inc.,10721,14771,1142,2704,2.0,0,11
10,15,4,MQ,American Eagle Airlines Inc.,11612,13930,1443,272,6.0,0,14
5,1,5,F9,Frontier Airlines Inc.,CVG,RSW,1420,879,-9.0,0,14
4,4,6,OO,Skywest Airlines Inc.,LAX,LAS,1115,236,-2.0,0,11
3,8,7,AS,Alaska Airlines Inc.,SJC,SEA,630,697,-9.0,0,6
6,18,4,AA,American Airlines Inc.,DFW,BWI,705,1217,3.0,0,7
2,6,5,EV,Atlantic Southeast Airlines,RAP,DEN,1744,300,-4.0,0,17
12,3,4,VX,Virgin America,SFO,DAL,705,1476,3.0,0,7
6,15,1,AA,American Airlines Inc.,MCI,DFW,1635,460,-3.0,0,16
1,29,4,WN,Southwest Airlines Co.,LAS,TPA,1000,1984,10.0,0,10
6,20,6,UA,United Air Lines Inc.,IAH,BOS,1539,1597,-1.0,0,15
8,15,6,DL,Delta Air Lines Inc.,ATL,DFW,2221,731,-2.0,0,22
3,25,3,AA,American Airlines Inc.,DFW,LAX,800,1235,-9.0,0,8
11,25,3,WN,Southwest Airlines Co.,DCA,MCO,1535,759,-4.0,0,15
10,23,5,WN,Southwest Airlines Co.,10821,11259,700,1209,-4.0,0,7
6,12,5,B6,JetBlue Airways,ORD,JFK,2021,740,5.0,0,20
6,28,7,EV,Atlantic Southeast Airlines,IAH,SDF,1630,788,68.0,1,16
12,18,5,WN,Southwest Airlines Co.,IND,DCA,655,500,-5.0,0,6
7,24,5,UA,United Air Lines Inc.,LAS,IAH,35,1222,0.0,0,0
9,10,4,OO,Skywest Airlines Inc.,DEN,BOI,755,649,-3.0,0,7
6,6,6,OO,Skywest Airlines Inc.,SEA,SFO,1545,679,-5.0,0,15
4,28,2,EV,Atlantic Southeast Airlines,DTW,TUL,1525,789,-4.0,0,15
1,16,5,EV,Atlantic Southeast Airlines,OMA,ORD,1849,416,-10.0,0,18
7,17,5,OO,Skywest Airlines Inc.,SLC,SNA,838,588,-4.0,0,8
11,20,5,AA,American Airlines Inc.,CLT,ATL,755,226,-7.0,0,7
2,3,2,DL,Delta Air Lines Inc.,RSW,ATL,1041,515,-5.0,0,10
10,3,6,DL,Delta Air Lines Inc.,13891,14869,615,558,-6.0,0,6
9,6,7,EV,Atlantic Southeast Airlines,CRP,IAH,1257,201,-9.0,0,12
11,11,3,DL,Delta Air Lines Inc.,DFW,SLC,1415,989,1.0,0,14
8,3,1,WN,Southwest Airlines Co.,ATL,JAX,830,270,-4.0,0,8
12,7,1,DL,Delta Air Lines Inc.,MIA,ATL,1515,594,22.0,1,15
12,15,2,WN,Southwest Airlines Co.,BWI,JAX,2140,663,-1.0,0,21
2,10,2,AA,American Airlines Inc.,DFW,OMA,1345,583,117.0,1,13
10,2,5,WN,Southwest Airlines Co.,12892,15376,1005,451,0.0,0,10
12,17,4,AA,American Airlines Inc.,PHL,TPA,1530,920,44.0,1,15
5,29,5,DL,Delta Air Lines Inc.,SLC,DFW,2017,989,-4.0,0,20
10,14,3,WN,Southwest Airlines Co.,13871,11292,645,472,-3.0,0,6
3,17,2,DL,Delta Air Lines Inc.,PHX,MSP,920,1276,-8.0,0,9
6,14,7,WN,Southwest Airlines Co.,HOU,DAL,1100,239,11.0,0,11
11,4,3,OO,Skywest Airlines Inc.,COS,LAX,659,833,-9.0,0,6
12,15,2,AA,American Airlines Inc.,MCI,DFW,733,460,-4.0,0,7
6,16,2,B6,JetBlue Airways,DCA,MCO,939,759,-5.0,0,9
8,6,4,WN,Southwest Airlines Co.,MCO,BWI,1015,787,1.0,0,10
9,6,7,WN,Southwest Airlines Co.,SJC,LAX,1450,308,3.0,0,14
6,8,1,US,US Airways Inc.,PHX,SMF,949,647,5.0,0,9
2,12,4,MQ,American Eagle Airlines Inc.,MGM,DFW,1726,622,1.0,0,17
6,10,3,EV,Atlantic Southeast Airlines,MCI,IAH,725,643,-14.0,0,7
4,19,7,OO,Skywest Airlines Inc.,SAT,SFO,1605,1482,5.0,0,16
4,24,5,DL,Delta Air Lines Inc.,BHM,ATL,1423,134,3.0,0,14
5,3,7,WN,Southwest Airlines Co.,STL,RDU,1945,667,12.0,0,19
7,10,5,WN,Southwest Airlines Co.,DAL,STL,615,546,5.0,0,6
8,26,3,OO,Skywest Airlines Inc.,LAX,MRY,2105,266,43.0,1,21
2,19,4,AS,Alaska Airlines Inc.,SEA,DFW,2350,1660,-5.0,0,23
6,14,7,WN,Southwest Airlines Co.,BNA,TPA,755,612,-1.0,0,7
12,3,4,EV,Atlantic Southeast Airlines,CAE,ATL,951,192,-5.0,0,9
9,24,4,AA,American Airlines Inc.,MIA,IAH,710,964,-1.0,0,7
8,13,4,AA,American Airlines Inc.,MIA,DCA,1410,919,1.0,0,14
4,11,6,WN,Southwest Airlines Co.,BOI,OAK,940,512,-4.0,0,9
11,6,5,EV,Atlantic Southeast Airlines,CAE,ORD,713,666,-3.0,0,7
11,10,2,UA,United Air Lines Inc.,IAH,ORD,720,925,10.0,0,7
4,9,4,AA,American Airlines Inc.,LGA,ORD,729,733,84.0,1,7
11,8,7,AA,American Airlines Inc.,LAX,SFO,1915,337,7.0,0,19
6,23,2,OO,Skywest Airlines Inc.,IAH,TUS,2110,936,-5.0,0,21
2,7,6,DL,Delta Air Lines Inc.,DTW,LGA,1959,502,-4.0,0,19
2,3,2,HA,Hawaiian Airlines Inc.,HNL,LIH,1351,102,-3.0,0,13
9,7,1,EV,Atlantic Southeast Airlines,ORD,ATW,2227,160,-7.0,0,22
12,29,2,WN,Southwest Airlines Co.,JAX,ATL,2040,270,54.0,1,20
9,26,6,WN,Southwest Airlines Co.,SMF,ONT,740,390,-3.0,0,7
12,1,2,HA,Hawaiian Airlines Inc.,KOA,OGG,1329,84,-11.0,0,13
4,22,3,EV,Atlantic Southeast Airlines,IAH,STL,1539,667,-9.0,0,15
5,22,5,OO,Skywest Airlines Inc.,SJC,SEA,1845,697,4.0,0,18
2,19,4,DL,Delta Air Lines Inc.,OKC,ATL,1009,761,-5.0,0,10
10,1,4,MQ,American Eagle Airlines Inc.,15016,13930,900,258,-12.0,0,9
4,29,3,WN,Southwest Airlines Co.,BWI,SDF,2100,495,0.0,0,21
5,21,4,EV,Atlantic Southeast Airlines,LFT,ATL,1741,503,-7.0,0,17
12,5,6,F9,Frontier Airlines Inc.,ATL,DEN,715,1199,107.0,1,7
6,16,2,WN,Southwest Airlines Co.,SAN,DEN,1400,853,25.0,1,14
1,14,3,EV,Atlantic Southeast Airlines,DTW,AZO,1215,113,-6.0,0,12
4,8,3,WN,Southwest Airlines Co.,BNA,RDU,1425,442,22.0,1,14
4,20,1,WN,Southwest Airlines Co.,DEN,DAL,2010,651,-5.0,0,20
10,26,1,UA,United Air Lines Inc.,11618,10721,655,200,-7.0,0,6
12,22,2,WN,Southwest Airlines Co.,SAN,OAK,2115,446,21.0,1,21
7,7,2,AA,American Airlines Inc.,DFW,DCA,1325,1192,7.0,0,13
10,24,6,OO,Skywest Airlines Inc.,14107,11413,2140,353,-8.0,0,21
2,16,1,UA,United Air Lines Inc.,DEN,LAX,1519,862,11.0,0,15
4,6,1,AA,American Airlines Inc.,ORD,LGA,1955,733,-3.0,0,19
7,19,7,OO,Skywest Airlines Inc.,ORD,DLH,2237,397,-8.0,0,22
6,5,5,WN,Southwest Airlines Co.,PHX,BWI,1725,1999,5.0,0,17
2,28,6,DL,Delta Air Lines Inc.,LAS,SLC,1728,368,-5.0,0,17
8,23,7,OO,Skywest Airlines Inc.,FAR,MSP,1925,223,3.0,0,19
4,12,7,MQ,American Eagle Airlines Inc.,SJT,DFW,1040,229,-4.0,0,10
8,7,5,WN,Southwest Airlines Co.,MCO,PHL,925,861,0.0,0,9
6,23,2,US,US Airways Inc.,PHX,SEA,2240,1107,78.0,1,22
12,6,7,EV,Atlantic Southeast Airlines,CLE,LGA,1329,419,165.0,1,13
12,16,3,EV,Atlantic Southeast Airlines,EWR,DCA,2052,199,-7.0,0,20
7,21,2,OO,Skywest Airlines Inc.,IAH,ICT,1825,542,53.0,1,18
5,25,1,AS,Alaska Airlines Inc.,SEA,PHX,1935,1107,-5.0,0,19
10,30,5,MQ,American Eagle Airlines Inc.,14783,11298,1615,364,22.0,1,16
5,13,3,MQ,American Eagle Airlines Inc.,SGF,DFW,810,364,-8.0,0,8
5,28,4,MQ,American Eagle Airlines Inc.,ORD,GRR,1500,137,-2.0,0,15
10,19,1,WN,Southwest Airlines Co.,12339,12889,1615,1590,-1.0,0,16
1,18,7,EV,Atlantic Southeast Airlines,EWR,MKE,2046,725,-7.0,0,20
1,11,7,EV,Atlantic Southeast Airlines,DFW,MOB,1005,539,-5.0,0,10
8,22,6,AA,American Airlines Inc.,DFW,ORD,830,802,-1.0,0,8
8,13,4,WN,Southwest Airlines Co.,HOU,BWI,1645,1246,2.0,0,16
5,31,7,DL,Delta Air Lines Inc.,DCA,ATL,800,547,-5.0,0,8
7,29,3,DL,Delta Air Lines Inc.,BOS,JFK,900,187,-6.0,0,9
7,18,6,NK,Spirit Air Lines,DFW,PDX,1520,1616,99.0,1,15
9,17,4,OO,Skywest Airlines Inc.,RDD,SFO,1555,199,-1.0,0,15
9,17,4,AA,American Airlines Inc.,DEN,CLT,125,1337,-2.0,0,1
9,5,6,AA,American Airlines Inc.,LAX,LAS,1600,236,-3.0,0,16
10,16,5,AA,American Airlines Inc.,11057,12478,2214,541,-4.0,0,22
2,5,4,DL,Delta Air Lines Inc.,SLC,JFK,836,1990,99.0,1,8
1,26,1,US,US Airways Inc.,PHX,ORD,1940,1440,0.0,0,19
3,10,2,AA,American Airlines Inc.,SFO,DFW,1053,1464,-4.0,0,10
10,30,5,EV,Atlantic Southeast Airlines,13930,11203,1404,213,-4.0,0,14
2,16,1,US,US Airways Inc.,LAS,PHX,1945,255,-4.0,0,19
11,6,5,DL,Delta Air Lines Inc.,ATL,SRQ,2215,444,-1.0,0,22
8,24,1,UA,United Air Lines Inc.,SAN,IAD,1323,2253,-1.0,0,13
3,12,4,WN,Southwest Airlines Co.,LAS,MCI,2020,1139,-2.0,0,20
12,30,3,MQ,American Eagle Airlines Inc.,MEM,ORD,1050,491,56.0,1,10
7,11,6,OO,Skywest Airlines Inc.,EUG,SFO,1926,451,-15.0,0,19
1,29,4,WN,Southwest Airlines Co.,TPA,ATL,1550,406,-2.0,0,15
11,18,3,OO,Skywest Airlines Inc.,SFO,RDM,2257,462,-8.0,0,22
5,21,4,AA,American Airlines Inc.,JFK,ORD,1700,740,134.0,1,17
8,13,4,WN,Southwest Airlines Co.,LAS,SNA,940,226,45.0,1,9
7,13,1,AA,American Airlines Inc.,ORD,SNA,1426,1726,-4.0,0,14
4,9,4,EV,Atlantic Southeast Airlines,CHA,ATL,1208,106,-3.0,0,12
6,23,2,WN,Southwest Airlines Co.,LAS,SLC,955,368,6.0,0,9
6,12,5,EV,Atlantic Southeast Airlines,BGM,DTW,1532,378,-6.0,0,15
6,16,2,DL,Delta Air Lines Inc.,BOS,LAX,1755,2611,-2.0,0,17
10,11,7,MQ,American Eagle Airlines Inc.,10599,11298,1312,597,35.0,1,13
2,24,2,US,US Airways Inc.,PHL,FLL,755,992,-1.0,0,7
